MZmine_ID,MB1,MB2,MB3,MB4,MB5,D1S1_1,D1S1_2,D1S1_3,D1S2_1,D1S2_2,D1S2_3,D1S3_1,D1S3_2,D1S3_3,D1S4_1,D1S4_2,D1S4_3,D2S1_1,D2S1_2,D2S1_3,D2S2_1,D2S2_2,D2S2_3,D2S3_1,D2S3_2,D2S3_3,D2S4_1,D2S4_2,D2S4_3,D3S1_1,D3S1_2,D3S1_3,D3S2_1,D3S2_2,D3S2_3,D3S3_1,D3S3_2,D3S3_3,D3S4_1,D3S4_2,D3S4_3,Pooled_1,Pooled_2,Pooled_3,Pooled_4,10ppb_1,10ppb_2,100ppb_1,100ppb_2,250ppb_1,250ppb_2,250ppb_3,250ppb_4,500ppb_1,500ppb_2,1000ppb_1,1000ppb_2,m/z,Retention Time,Mass,Ionization mode
3268,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,195.77501,1,1,179.43219,1,1,1,1,1,1,1,1,1,1,168.7952,168.7952,58.06545151,9.240864,57.05817551,Esi+
174,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1091.0004,1212.4932,960.021,855.3134,1,1,1,1,1,1,1,1,1,1,1,903.57697,1,1,1,1,1,615.77826,666.35693,638.09827,522.0698,1,1,1,1,1,1,1,1,1,1,1,1,61.00808652,0.7318255,60.00081052,Esi+
1656,301.16437,238.65865,1,172.99602,124.241974,185.96703,1,126.823105,172.96233,142.18542,108.34602,151.76581,1,124.848045,158.36009,1,154.1734,1,152.28131,116.609276,1,128.06255,1,137.65839,1,104.11684,1,168.83298,114.57462,1,1,1,1,131.19362,1,1,124.75299,1,1,186.35593,116.801285,242.66692,1,149.98123,110.991875,647.5779,647.5779,494.74332,494.74332,406.00397,171.5949,146.74963,114.577896,385.40845,385.40845,314.1869,314.1869,69.03398487,6.4335365,68.02670887,Esi+
5893,1,1,1,1,1,1,1,1,1,1,1,1,1,1,104.3297,1,1,1,1,1,109.01788,1,1,1,1,1,119.79414,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,133.53526,1,1,133.29007,133.29007,128.04254,128.04254,119.27144,1,1,1,1,1,123.18534,123.18534,69.07038602,14.98131,68.06311002,Esi+
173,1,1,1,1,1,1,1,1,1,1,1,1,1,1,298.82367,1,1,1,1,1,409.64713,508.5211,399.44125,395.11523,1,1,1,1,1,1,421.12173,1,317.91895,1,1,431.5586,1,1,1,1,1,1,1,309.71576,248.12126,1,1,1,1,1,1,1,1,1,1,1,1,70.01330258,0.7314286,69.00602658,Esi+
5956,1,1,1,1,1,1,1,1,1,118.99494,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,123.98371,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,111.83502,1,1,1,1,1,73.02903529,15.086275,72.02175929,Esi+
147,1,1,1,1,1,2153.7058,2237.2195,2192.9155,2524.6787,2526.2092,2315.8623,2546.0142,2680.6711,2531.8616,1,1,1,2120.8962,2236.7292,2077.471,3691.93,3838.0454,3206.8962,2829.643,3147.4817,2789.028,595.4007,630.7267,545.3452,2672.8347,2771.5244,2418.6758,2264.5154,2528.1143,2184.8452,2971.1372,3094.8862,2586.4512,529.87866,567.54803,445.56586,1839.5756,1,1917.177,1,1,1,1,1,1,1,1,1,1,1,1,1,73.5326545,0.72971183,72.5253785,Esi+
172,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,730.4822,777.78784,1,574.55865,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,421.35156,342.01654,1,1,1,1,1,1,1,1,1,1,1,1,74.03329647,0.7313212,73.02602047,Esi+
153,1,1,1,1,1,357.2657,344.21005,1,1,1,411.93134,395.1087,1,391.2978,1,1,161.9366,319.12775,1,361.65714,577.9222,603.7676,507.56042,461.249,498.96475,448.63382,90.092255,1,87.54463,428.4785,452.78043,370.6755,1,396.54327,371.82526,447.75906,462.1319,402.8112,82.156975,116.29089,67.765465,1,291.1757,1,1,1,1,1,1,1,1,1,1,1,1,1,1,74.53165027,0.73043126,73.52437427,Esi+
2633,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,561.7157,1,1,1,1,1,1,1,1,1,1,1,1,1,1,81.03406867,8.221785,80.02679267,Esi+
307,326.6427,352.8451,429.56717,388.067,333.4271,9536.472,10082.148,9861.189,10502.9,10745.378,10112.075,10928.422,11727.841,10979.664,10047.015,10794.821,10070.777,9993.425,10591.094,9867.9375,15025.306,15712.343,13016.435,12665.805,13721.024,11938.152,3739.7773,4051.8723,3454.041,11173.923,11773.016,10056.493,10131.981,10614.699,9523.348,12466.123,13324.049,11029.653,3237.453,3533.019,1,8826.261,8987.488,9269.04,7418.578,1,1,743.9245,743.9245,692.4316,801.983,921.7912,677.4345,700.632,700.632,1,1,81.52133652,0.7279778,80.51406052,Esi+
137,1,1,1,1,1,1374.4897,1528.4751,1461.4642,1510.2169,1625.6775,1513.8557,1529.8859,1722.7303,1585.0647,1119.2556,1,1063.8003,1,1,1442.2404,2213.3699,2277.497,1776.0702,1863.0872,1998.3326,1778.5652,500.4242,1,472.3207,1588.5247,1678.6122,1532.9403,1475.3318,1582.3712,1,1908.7346,1861.4717,1521.4573,472.04428,1,398.84625,1,1375.4774,1334.561,1,1,1,1,1,1,1,1,1,1,1,1,1,82.01914705,0.7293904,81.01187105,Esi+
303,1,1,1,1,1,2711.6768,3158.0537,2936.1438,3124.0166,3632.9263,3112.3784,3154.9783,3588.968,3253.8633,1438.2336,1689.0167,1,2816.6394,3098.0012,2564.4988,4193.881,4548.6714,3597.6519,3651.403,4107.006,3230.0469,1,1,866.5247,3499.296,3606.811,2692.61,3311.344,3413.5764,2693.9658,3847.525,3863.233,3033.4656,1,1080.0537,821.0637,2255.147,2562.749,2557.6309,1942.9277,1,1,1,1,1,1,1,1,1,1,1,1,82.53774819,0.7281489,81.53047219,Esi+
57,1,1,1,1,1,121.75879,139.53494,150.73648,1,153.49207,146.58142,1,155.45695,147.64687,84.13505,1,69.713875,1,149.71706,108.524376,178.02255,1,177.28085,183.31847,209.6996,157.64069,1,1,1,161.62947,1,1,132.78355,1,120.71513,184.73317,188.46591,144.80162,1,1,1,99.64367,113.32197,1,1,1,1,1,1,1,1,1,1,1,1,1,1,83.01627106,0.72364914,82.00899506,Esi+
116,1,1,1,1,1,1,705.3186,1,617.45105,752.3884,1,712.9821,789.11255,1,1,1,1,1,1,1,849.647,949.7387,738.33215,752.6052,873.5463,669.37836,1,279.33658,195.31837,746.36725,1,1,685.9882,745.955,1,764.9259,798.14703,648.28564,1,240.82455,184.50317,1,1,1,426.04172,1,1,1,1,1,1,1,1,1,1,1,1,83.03843612,0.730618,82.03116012,Esi+
463,333.4384,293.41284,342.1703,353.35913,299.89612,1,1,1,1,1,1,1,1,1,1,1,106.49263,1,1,1,1,1,1,1,1,1,136.17421,152.5821,126.91991,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,114.17929,1,179.51312,1,1,1,1,1,83.08622159,2.1179428,82.07894559,Esi+
6581,284.7332,283.40292,293.94858,227.20447,234.16173,1,234.89499,1,210.31914,303.38538,256.00238,298.1114,1,228.01389,254.80289,230.56136,1,268.04825,205.40555,1,1,1,1,204.45825,1,266.9855,259.44,337.2431,165.4089,1,302.0779,1,540.9488,1,559.881,1,261.80057,139.14883,219.62338,1,191.98447,210.62671,311.6195,1,1,431.2204,431.2204,1,1,416.17258,1,217.06615,127.5647,171.59952,171.59952,258.94092,258.94092,83.08622839,17.33142,82.07895239,Esi+
5393,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,206.55714,1,1,1,1,1,1,1,1,1,1,1,1,83.08626213,13.483395,82.07898613,Esi+
135,1,1,1,1,1,236.15681,272.0601,1,253.59058,270.80954,1,298.20538,1,273.1489,244.245,276.2449,255.30763,1,1,1,395.4617,416.1928,328.7945,342.0429,351.25177,1,1,105.846664,85.839554,1,304.0178,1,271.75354,1,231.98744,318.58133,319.089,267.40118,1,1,1,1,1,245.60371,1,1,1,1,1,1,1,1,1,1,1,1,1,83.5177385,0.73259,82.5104625,Esi+
86,1,1,1,1,1,486.21857,1,485.19067,514.817,1,548.5874,576.16187,565.74615,575.1456,257.24353,282.2265,1,447.9273,532.544,435.72888,740.8943,788.76,582.9065,629.39374,713.2021,536.69336,1,1,175.82355,616.33185,618.86365,499.93423,568.4214,627.69904,440.42834,668.56866,633.9153,489.99133,155.61923,184.50131,140.5617,372.6016,1,465.78247,348.03455,1,1,1,1,1,1,1,1,1,1,1,1,83.53684193,0.72783124,82.52956593,Esi+
96,1,1,1,1,1,115.541504,127.30146,143.37282,145.92741,153.13434,1,137.30386,1,1,84.74218,1,85.6354,1,159.71112,1,218.005,217.59172,170.22993,1,206.46242,159.25612,1,1,1,144.90889,186.2338,1,1,153.71523,1,161.61406,1,1,1,1,1,125.12447,121.34724,1,89.71124,1,1,1,1,1,1,1,1,1,1,1,1,84.01293539,0.727049,83.00565939,Esi+
88,1,1,1,1,1,2711.3184,3788.5088,3707.103,2894.759,4075.2139,3865.5825,3043.368,4069.9482,4120.139,3061.472,3916.7764,3993.9617,2923.41,4005.657,3733.5596,4265.446,5400.8613,4738.0215,3803.4607,4917.4697,4300.1177,1,1,1,3668.5176,4360.72,3632.1223,3339.1978,4041.9885,3523.8271,4175.9146,4764.2173,4015.3438,1,1,1,2353.64,3089.0154,3448.3105,2659.4495,1,1,1,1,1,1,1,1,1,1,1,1,84.96043248,0.72769827,83.95315648,Esi+
988,1,1,1,1,1,161.47739,1,1,1,1,1,209.83609,247.61395,213.30795,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,157.6342,1,1,1,1,1,147.28976,1,1,1,1,1,1,467.70975,1,1,1,1,1,1,1,1,1,1,1,1,1,85.0290469,4.979963,84.0217709,Esi+
5967,1,1,1,1,1,1,127.03629,131.91176,1,1,1,1,1,1,1,1,1,1,1,1,1,134.20538,1,117.35528,1,1,1,1,1,1,127.029076,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,85.101781,15.086764,84.094505,Esi+
2884,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,666.8321,629.8831,567.4561,414.83823,1,1,1,1,214.45494,1,1,142.3556,1,1,743.7966,743.7966,86.09708093,8.591963,85.08980493,Esi+
1631,878.1356,736.3362,592.74084,469.72696,389.73877,509.7414,451.05066,396.26776,496.75006,458.24084,339.60425,442.38287,414.77338,395.3397,497.13614,467.0524,370.46533,436.2085,441.20334,388.7072,452.26074,384.4435,314.69388,404.53366,408.03195,395.66284,518.26434,467.2074,363.81726,452.6875,391.08694,313.5219,442.79117,402.93277,317.4085,418.0921,392.01117,298.9374,452.60992,507.00247,357.6772,738.387,484.94666,460.16675,317.36136,2092.1147,2092.1147,1689.2069,1689.2069,1308.7281,496.56226,508.55948,341.75632,1167.3842,1167.3842,1068.6501,1068.6501,87.04458823,6.4311957,86.03731223,Esi+
367,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,111.37934,180.99329,156.5852,1,1,1,1,1,1,1,1,1,1,1,1,88.03957712,0.7680459,87.03230112,Esi+
189,1,1,1,1,1,1,1,1,1,110.42825,93.32881,61.982506,1,1,1,1,101.297195,1,1,89.001,1,133.32143,1,1,1,1,1,1,1,1,1,1,1,103.14055,1,1,1,1,1,1,1,1,1,87.66319,1,1,1,1,1,1,1,1,1,1,1,1,1,88.95349826,0.7286513,87.94622226,Esi+
1696,181.2641,156.49236,1,1,1,147.35124,1,1,112.57705,142.99706,1,114.104836,1,1,151.73329,102.54315,1,1,1,1,1,141.60284,1,1,133.40613,1,1,214.42712,1,108.366066,1,1,1,146.37236,1,121.60593,158.70885,1,147.83966,103.77594,1,1,181.2202,1,1,248.51865,248.51865,195.85475,195.85475,215.98865,238.08084,1,1,237.59207,237.59207,216.96182,216.96182,89.06026538,6.5162463,88.05298938,Esi+
7,111.66465,105.13364,101.48673,114.97533,95.047104,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,143.21793,152.95062,123.66645,1,1,1,1,1,1,1,1,1,118.06705,112.596176,100.788765,1,1,132.28084,1,190.74963,190.74963,179.08131,179.08131,1,143.04282,146.07329,1,160.94157,160.94157,128.19118,128.19118,89.50765344,0.73527884,88.50037744,Esi+
112,1,1,1,1,1,182.19699,198.41727,1,191.53627,226.266,1,201.4066,220.03581,1,1,1,1,1,186.97687,166.67586,282.79788,285.31406,254.42766,219.76418,228.65453,1,1,1,1,1,1,214.19244,195.29938,196.15996,1,227.5953,1,1,1,1,1,1,1,1,164.88419,1,1,1,1,1,1,1,1,1,1,1,1,89.5456091,0.72761554,88.5383331,Esi+
305,403.5791,343.21994,474.57437,433.26175,389.86453,4260.957,4754.7334,4339.887,4236.7393,5108.541,4396.854,4668.0483,5085.809,4858.674,4654.31,5270.9604,4559.26,4430.6304,4754.4614,4008.3281,5548.419,6043.371,4690.7017,5237.837,5723.606,4360.894,2336.541,2648.2607,2066.887,5150.022,5040.6777,3827.2854,4778.544,4677.227,3739.325,5596.487,5597.9946,4085.5469,2211.112,2228.5864,1916.7759,3710.9692,4109.7153,4093.1057,3125.2512,1,1,1,1,703.2697,898.7154,897.52167,693.9828,1,1,1,1,90.52651034,0.72921115,89.51923434,Esi+
119,1,1,1,1,1,325.91098,1,1,348.09662,379.5939,328.4676,343.89987,394.43048,1,1,1,1,319.70914,1,1,409.56528,464.9558,341.1568,379.47653,431.12863,331.82288,196.35861,229.27704,1,361.8889,391.75677,1,367.75748,348.15298,1,399.5672,413.68997,313.75293,1,189.74554,163.26752,1,1,1,232.5193,1,1,1,1,1,1,1,1,1,1,1,1,91.02773785,0.7281131,90.02046185,Esi+
3305,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,404.20908,1,1,1,1,117.31702,117.31702,130.1546,1,207.67,131.19447,264.63602,264.63602,1,1,91.05479929,9.386308,90.04752329,Esi+
5565,672.60223,575.51025,627.1857,518.0135,298.87054,565.72003,494.53534,422.99103,514.8617,567.63806,345.7027,475.82227,547.442,362.852,616.34106,602.29926,372.86392,561.5692,495.1578,280.27606,500.4842,421.095,235.25229,530.47394,539.25073,1,672.8682,604.00604,300.42734,546.6112,402.8621,1,555.4333,430.01352,232.68518,500.38452,376.84213,211.20834,626.22266,546.05426,300.93796,522.1502,514.2022,460.01627,236.78949,707.5385,707.5385,698.41315,698.41315,725.65137,614.3222,556.1242,1,604.4909,604.4909,688.01666,688.01666,91.05485278,13.98687,90.04757678,Esi+
3673,1,1,1,1,1,85.22243,108.0436,1,1,1,91.100586,1,107.397934,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1431.7365,1669.0635,1521.896,1214.2601,1,1,228.38824,228.38824,363.88065,524.16187,557.8997,321.74258,887.6279,887.6279,1634.2389,1634.2389,91.05486037,9.946095,90.04758437,Esi+
784,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20300.988,23960.545,25504.678,20756.018,1,1,1883.3984,1883.3984,4908.954,6213.614,7204.608,5731.618,9147.827,9147.827,17294.672,17294.672,91.05530221,4.366017,90.04802621,Esi+
176,1,1,1,1,1,1,1,1,1,38.60756,62.097073,1,38.4055,1,1,1,1,1,1,37.21228,1,1,65.438286,1,53.159367,1,1,1,1,1,1,1,42.268013,52.673393,1,1,1,1,1,1,54.500935,1,31.194618,1,1,1,1,1,1,1,1,1,1,1,1,1,1,92.02627718,0.72395724,91.01900118,Esi+
1433,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,621.302,655.40753,1,1,1,1,1,1,169.64745,1,158.47377,1,1,1,1,92.05013995,6.162022,91.04286395,Esi+
46,1,1,1,14.109172,1,1,126.28941,113.73567,107.79132,166.73549,133.18474,115.92645,137.13678,126.43302,145.64635,145.07294,126.794136,112.34062,1,109.07641,136.05507,164.44429,138.70158,131.36913,153.93364,132.97636,67.17725,1,1,117.496605,128.6224,109.99507,93.35816,141.2743,1,126.66645,145.05222,110.92431,69.83245,79.88217,1,99.23929,110.067184,1,89.08537,1,1,1,1,1,1,1,1,1,1,1,1,92.52293348,0.7233708,91.51565748,Esi+
682,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,93.07023005,3.7811298,92.06295405,Esi+
566,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,165.27542,220.88747,181.97058,149.2355,1,1,1,1,1,1,1,1,1,1,1,1,94.04474892,3.2976606,93.03747292,Esi+
312,1,255.50214,311.092,323.80292,263.5297,8341.313,8357.75,8243.757,9363.381,9327.62,8938.308,9127.348,9327.193,9045.854,4139.077,4242.1807,3791.1082,8162.2812,8142.748,7897.087,11974.038,12166.31,10584.62,10350.229,11077.906,9668.947,2926.203,3065.844,2609.9731,9373.691,9868.476,8440.015,8885.929,9258.869,8145.667,10230.97,10559.219,9015.186,2753.0852,1,2397.6145,7106.5674,6766.0186,6954.03,5866.7983,677.80524,677.80524,434.3329,434.3329,387.0658,451.14767,463.53894,413.15475,320.10596,320.10596,1,1,94.04586401,0.7273628,93.03858801,Esi+
102,1,1,1,1,1,1999.2803,1973.4258,1814.7981,2196.2087,2235.579,2019.8848,2132.7852,2267.1213,2125.5125,982.8557,1025.7887,1,1933.3115,1964.6022,1765.3015,2908.7346,2840.9832,2386.3145,2492.3428,2483.659,2156.4163,1,1,662.6598,2285.8555,2191.6914,1955.9094,2128.9456,2162.946,1825.0631,2386.962,2466.0867,2021.3766,609.8844,655.66583,579.5541,1694.0076,1596.2112,1580.4257,1329.4869,1,1,1,1,1,1,1,1,1,1,1,1,94.54653371,0.7273696,93.53925771,Esi+
113,1,43.619072,51.433327,1,1,1473.4703,1408.6869,1419.0757,1615.5554,1534.0693,1553.6793,1556.8105,1729.3899,1497.1138,728.3516,1,732.71576,1439.3829,1491.5746,1304.5281,2053.1978,2046.5156,1808.5745,1794.9773,1879.2616,1692.4779,478.45676,499.88242,1,1590.6304,1592.3115,1459.8893,1576.6385,1599.0476,1455.4265,1838.7964,1859.5118,1537.1608,452.27698,496.215,1,1185.1508,1184.5486,1145.8694,1018.7273,117.51564,117.51564,81.72129,81.72129,1,94.06822,77.461494,1,51.865463,51.865463,1,1,95.04480922,0.7287746,94.03753322,Esi+
689,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,161.38065,239.48338,1,1,1,1,1,1,1,1,1,1,1,1,1,1,95.08590883,3.864027,94.07863283,Esi+
47,1,1,1,1,1,110.51131,1,136.3786,178.62709,154.14673,137.2444,1,164.29897,144.073,64.210846,80.59792,1,119.4075,139.51558,133.26329,188.1352,210.96225,170.09848,170.99791,170.59175,145.53252,44.958424,53.288643,1,153.0803,169.68663,154.70041,141.08388,1,143.42891,178.27757,180.98384,150.37787,44.202568,50.843994,37.521164,77.11798,117.94516,107.48004,1,1,1,1,1,1,1,1,1,1,1,1,1,95.54588809,0.7247301,94.53861209,Esi+
1398,1,99.270615,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,107.18831,1,1,1,1,1,1,1,96.07514096,6.0818324,95.06786496,Esi+
395,971.36206,920.10095,1,347.03976,1,732.9378,673.5923,510.93558,663.2605,715.7289,527.6029,398.35107,367.30304,567.69226,278.05453,679.4027,428.3095,449.2199,527.375,496.87292,602.97174,622.12427,420.7832,596.63324,603.9706,499.91132,552.3777,411.23688,1,797.7656,667.0504,220.40765,711.18445,565.3375,379.9786,821.6767,788.83856,459.9838,451.82095,219.09297,341.98026,404.0341,492.92737,152.63985,115.27325,450.0843,450.0843,312.08182,312.08182,289.65137,373.11612,1,1,1,1,166.25627,166.25627,96.96160162,0.96630454,95.95432562,Esi+
3928,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,130.5116,164.96185,1,1,1,1,1,1,1,1,1,1,1,1,1,1,97.06545449,10.382554,96.05817849,Esi+
5111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,97.06561842,12.668268,96.05834242,Esi+
170,1,1,1,1,1,303.86194,1,1,1,302.65143,297.6498,313.54034,313.84427,316.35312,1,1,1,324.47473,1,305.24365,367.12247,347.78595,372.04926,327.84003,333.55963,326.3158,1,1,163.27312,308.1988,328.19647,1,320.5336,341.53262,1,356.55258,352.43915,342.18185,1,172.14076,161.20514,1,1,257.33774,209.51646,1,1,1,1,1,1,1,1,1,1,1,1,97.53432731,0.72965115,96.52705131,Esi+
4836,1,1,1,1,1,82.511665,1,1,94.090164,139.51624,1,1,110.83806,100.91507,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,94.21693,93.34762,1,1,1,1,96.48017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98.02404852,12.148053,97.01677252,Esi+
567,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,149.73674,163.30527,192.85922,131.48006,1,1,1,1,1,1,1,1,135.9128,135.9128,1,1,98.08465575,3.125989,97.07737975,Esi+
317,212.14458,249.7361,264.66544,295.14008,176.50533,220.69772,106.10096,1,378.54083,313.19107,1,1,188.74603,180.19911,1,108.90062,84.0204,1,1,1,1,1,1,158.40356,1,1,187.40015,1,126.22815,290.91797,212.98557,1,245.9075,1,1,1,1,1,145.26831,1,1,1,200.96141,1,1,333.2095,333.2095,305.0276,305.0276,306.6558,432.90814,359.9263,179.80301,277.3275,277.3275,355.77942,355.77942,98.51272223,0.76439774,97.50544623,Esi+
1903,1,1,1,1,1,1,1,1,105.03226,1,101.55614,130.13692,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,178.14969,195.89426,147.8422,1,177.88397,1,1,1,150.23831,1,1,1,1,1,107.82532,1,1,1,1,1,1,1,1,1,1,1,1,1,98.98472398,6.9305663,97.97744798,Esi+
5431,1,1,1,1,1,251.00693,1,1,1,1,318.90585,1,1,1,1,1,1,248.37987,1,203.50438,1,294.45258,1,1,1,211.185,1,1,1,1,1,1,1,1,1,364.38312,1,1,1,253.39394,1,1,1,1,1,1,1,231.42902,231.42902,1,1,1,153.39667,229.12166,229.12166,1,1,98.98478087,13.5185995,97.97750487,Esi+
4329,1,1,1,1,1,899.0708,896.37317,1071.5215,1001.29645,1011.85535,901.5155,1236.9758,1233.8523,1422.815,226.63876,348.4241,253.93037,392.02603,392.36127,318.57095,702.76855,606.0099,505.31763,490.37573,521.52686,353.28522,1,1,1,1266.7935,1741.2675,1114.7852,1319.5918,1841.7332,1280.565,1685.8176,1845.9972,1783.7562,219.57492,244.89413,178.60768,710.41614,626.7991,626.7981,502.32764,1,1,1,1,1,1,1,1,1,1,1,1,98.98478633,11.2026615,97.97751033,Esi+
4705,1,1,1,1,1,1,241.88199,229.82196,1,281.3013,235.03113,176.2351,1,261.70142,1,105.56085,102.5901,1,1,1,176.50381,240.43411,171.17358,129.2821,139.94576,1,1,1,1,305.4496,374.05353,272.9453,268.5552,308.92203,232.17453,392.90326,391.19016,299.29407,1,1,1,100.1301,1,147.76256,101.23048,1,1,1,1,1,1,1,1,1,1,1,1,98.98481337,11.925904,97.97753737,Esi+
536,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,197.88295,489.38846,213.33125,1,1,1,1,1,108.36769,143.01062,125.85208,1,207.3195,207.3195,339.15146,339.15146,99.06750885,3.0342722,98.06023285,Esi+
192,1,1,1,1,1,1,1,1,1,1,1,1,127.58545,1,1,1,1,1,1,1,189.596,181.40797,1,140.53008,148.53967,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100.025088,0.7269187,99.017812,Esi+
3565,12728.851,7857.8335,12776.938,8747.068,2748.1218,9808.369,3240.8076,2106.6135,3427.0728,13109.74,7267.082,2162.7593,6087.4385,3533.03,7882.234,4002.7505,3617.503,1,5597.9917,11886.948,1,4255.6875,10698.763,9589.502,3715.5696,9228.097,11405.683,12166.997,6813.4385,7545.694,5708.663,2300.382,13007.989,6083.571,1406.0879,5685.0786,3028.514,1349.0192,1,4579.7466,6844.8486,5783.7144,5536.885,8875.929,4125.749,15609.948,15609.948,6606.8813,6606.8813,7209.107,3858.0452,13125.754,3392.9358,10491.42,10491.42,8796.984,8796.984,100.1126862,9.994879,99.1054102,Esi+
120,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,278.24316,1,1,452.6529,1,1,1,1,1,1,1,1,1,1,1,1,1,1,445.69577,1,1,1,1,1,1,1,297.56314,232.12132,1,1,1,1,1,1,1,1,1,1,1,1,101.0090792,0.7276236,100.0018032,Esi+
1637,113.78067,98.70514,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,257.67755,257.67755,203.54028,203.54028,198.27214,1,1,1,143.64748,143.64748,167.26158,167.26158,101.06035,6.430585,100.053074,Esi+
168,803.4912,867.5763,1088.0957,1105.7983,1010.609,11511.083,11115.825,10609.806,11791.358,12317.864,11349.63,12801.501,12793.937,12103.364,12034.496,12550.234,12141.043,11613.912,11765.434,11329.599,15972.474,16309.057,14080.192,14078.276,14766.675,13249.682,1,1,1,12991.942,12975.669,11502.171,12003.71,11949.101,11025.725,14043.521,14767.531,12542.509,1,1,1,10319.595,10050.172,10125.347,8759.746,2253.667,2253.667,1694.9454,1694.9454,1576.8854,1823.9625,1866.8578,1505.6565,1808.8615,1808.8615,1228.2087,1228.2087,102.0345749,0.72767895,101.0272989,Esi+
5233,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,139.91562,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,102.0549298,12.947162,101.0476538,Esi+
